work,metrical_shape,sedes,x,z
Od.,,8.5,6,-1.77536305319187
Od.,,9,64,-1.54269394142339
Od.,,10,137,-1.24985178350788
Od.,,10.5,91,-1.43438245835875
Od.,,11,44,-1.62292466961941
Od.,–,1,1901,+1.08832887648612
Od.,–,2,205,-1.14574959301396
Od.,–,3,722,-0.464724493526022
Od.,–,4,257,-1.07725190409061
Od.,–,5,72,-1.32094560506792
Od.,–,6,294,-1.02851316389515
Od.,–,7,45,-1.35651171277812
Od.,–,8,161,-1.2037091759491
Od.,–,9,453,-0.819068307379514
Od.,–,10,3,-1.41183676921621
Od.,–,11,3,-1.41183676921621
Od.,–,12,157,-1.20897822894321
Od.,––,1,1813,-0.0991991308926829
Od.,––,2,424,-1.34032220284399
Od.,––,3,301,-1.45022726969065
Od.,––,4,673,-1.11783145776416
Od.,––,5,9,-1.71114011131036
Od.,––,6,819,-0.987375036954307
Od.,––,7,140,-1.59408674743302
Od.,––,8,213,-1.52885853702809
Od.,––,9,12,-1.70845949992385
Od.,––,11,3119,+1.06776035936535
Od.,–––,1,1559,+0.772770729193194
Od.,–––,2,32,-2.29838376459232
Od.,–––,3,853,-0.647160556080265
Od.,–––,4,4,-2.35469831981563
Od.,–––,5,17,-2.32855227631909
Od.,–––,6,35,-2.29235006224696
Od.,–––,7,61,-2.24005797525389
Od.,–––,8,1,-2.36073202216098
Od.,–––,9,3,-2.35670955393075
Od.,–––,10,147,-2.06709184135372
Od.,––––,1,73,-1.58866097781366
Od.,––––,2,24,-1.95060963719681
Od.,––––,3,2,-2.1131171985525
Od.,––––,4,1,-2.12050390588685
Od.,––––,5,1,-2.12050390588685
Od.,––––,6,17,-2.00231658853725
Od.,––––,7,1,-2.12050390588685
Od.,––––,9,365,+0.568257563816492
Od.,–––––,1,22,+0.729830442026208
Od.,–––––,3,2,-2.44334539287035
Od.,–––––,8,11,-1.0154162671669
Od.,–––––⏑,1,10,
Od.,––––⏑,2,10,-1.37840487520902
Od.,––––⏑,6,19,+0.725476250110012
Od.,––––⏑⏑,6,10,
Od.,––––⏑⏑––,6,2,
Od.,–––⏑,1,253,-0.814155495103412
Od.,–––⏑,3,469,+0.783239605520193
Od.,–––⏑,7,76,-2.1231320358922
Od.,–––⏑⏑,1,24,+0.612372435695794
Od.,–––⏑⏑,7,9,-1.63299316185545
Od.,–––⏑⏑–,1,27,+0.272165526975909
Od.,–––⏑⏑–,3,2,-3.67423461417477
Od.,–––⏑⏑––,7,1,
Od.,–––⏑⏑–⏑,1,2,
Od.,––⏑,2,83,-3.43326229486862
Od.,––⏑,4,1391,+0.735131635872869
Od.,––⏑,6,12,-3.65952832627737
Od.,––⏑,8,925,-0.749938373091607
Od.,––⏑⏑,2,8,-4.02832679197422
Od.,––⏑⏑,4,3,-4.06560014829594
Od.,––⏑⏑,6,650,+0.757572159735191
Od.,––⏑⏑,8,397,-1.12845967014406
Od.,––⏑⏑–,2,33,-0.79954199518455
Od.,––⏑⏑–,4,35,-0.639381374698055
Od.,––⏑⏑–,6,56,+1.04230514041014
Od.,––⏑⏑–,8,3,-3.20195130248198
Od.,––⏑⏑––,8,57,
Od.,––⏑⏑––––,6,1,
Od.,––⏑⏑–⏑,2,4,-2.17944947177034
Od.,––⏑⏑–⏑,6,19,+0.458831467741124
Od.,––⏑⏑–⏑⏑,6,6,
Od.,–⏑,1,2162,+0.357396120328954
Od.,–⏑,3,531,-3.29429472225181
Od.,–⏑,5,1940,-0.139645796932192
Od.,–⏑,7,5,-4.47197061630299
Od.,–⏑,9,2254,+0.56337745541015
Od.,–⏑⏑,1,2230,+0.883672074161268
Od.,–⏑⏑,3,365,-2.04426553028447
Od.,–⏑⏑,5,3,-2.61258371409646
Od.,–⏑⏑,7,705,-1.5104860206268
Od.,–⏑⏑,9,1607,-0.0944003802996948
Od.,–⏑⏑–,1,1571,+0.724201888258406
Od.,–⏑⏑–,3,1080,-0.455274097654704
Od.,–⏑⏑–,5,30,-2.97757508585993
Od.,–⏑⏑–,7,102,-2.80461730381157
Od.,–⏑⏑–,9,96,-2.8190304523156
Od.,–⏑⏑––,1,82,-4.38840644478668
Od.,–⏑⏑––,5,2,-4.62819701842363
Od.,–⏑⏑––,9,1622,+0.227562097724634
Od.,–⏑⏑–––,1,76,
Od.,–⏑⏑––––,1,2,
Od.,–⏑⏑–––⏑,1,34,
Od.,–⏑⏑–⏑,1,163,-1.22496519061903
Od.,–⏑⏑–⏑,3,499,+0.730831777051581
Od.,–⏑⏑–⏑,7,106,-1.55675217620601
Od.,–⏑⏑–⏑⏑,1,41,+0.634322067979075
Od.,–⏑⏑–⏑⏑,3,1,-2.20665707818203
Od.,–⏑⏑–⏑⏑,5,3,-2.06460812087398
Od.,–⏑⏑–⏑⏑,7,13,-1.3543633343337
Od.,–⏑⏑–⏑⏑–,1,44,+0.337073650839409
Od.,–⏑⏑–⏑⏑–,3,2,-3.01412235605674
Od.,–⏑⏑–⏑⏑–,5,3,-2.93433197494017
Od.,–⏑⏑–⏑⏑–⏑,1,18,
Od.,⏑,2,112,-0.823189650822945
Od.,⏑,2.5,236,+0.290013004198025
Od.,⏑,4,128,-0.679550598562175
Od.,⏑,4.5,36,-1.5054751490616
Od.,⏑,6,148,-0.500001783236212
Od.,⏑,6.5,351,+1.32241869232231
Od.,⏑,8,32,-1.5413849121268
Od.,⏑,8.5,8,-1.75684349051795
Od.,⏑,10,79,-1.11944519611078
Od.,⏑,10.5,55,-1.33490377450194
Od.,⏑–,2.5,795,-1.16928747208396
Od.,⏑–,4.5,438,-1.59746011769304
Od.,⏑–,6.5,2375,+0.725706309603297
Od.,⏑–,8.5,19,-2.09999327878605
Od.,⏑–,10.5,26,-2.09159773671529
Od.,⏑––,2.5,105,-3.18472196066411
Od.,⏑––,4.5,5,-3.25664683084015
Od.,⏑––,6.5,450,-2.93658115855676
Od.,⏑––,10.5,4998,+0.334561937049715
Od.,⏑–––,2.5,430,-0.295860816600097
Od.,⏑–––,4.5,18,-6.53707102090809
Od.,⏑–––,6.5,483,+0.50701331162399
Od.,⏑––––,2.5,1,-1.87082869338697
Od.,⏑––––,6.5,1,-1.87082869338697
Od.,⏑––––,8.5,7,+0.534522483824849
Od.,⏑–––––,2.5,1,
Od.,⏑–––⏑,2.5,112,-1.83225076262581
Od.,⏑–––⏑,6.5,376,+0.545776822909815
Od.,⏑–––⏑⏑,6.5,46,
Od.,⏑–––⏑⏑––,6.5,1,
Od.,⏑–⏑,2.5,124,-2.02360666038956
Od.,⏑–⏑,4.5,824,+0.46765190450875
Od.,⏑–⏑,6.5,22,-2.38661862270331
Od.,⏑–⏑,8.5,35,-2.34035239221234
Od.,⏑–⏑⏑,2.5,71,-5.04253084584964
Od.,⏑–⏑⏑,4.5,1,-5.23044547526412
Od.,⏑–⏑⏑,6.5,2023,+0.197602820108645
Od.,⏑–⏑⏑,8.5,7,-5.2143385070286
Od.,⏑–⏑⏑–,2.5,325,-0.986216612551659
Od.,⏑–⏑⏑–,4.5,20,-3.61598569097909
Od.,⏑–⏑⏑–,6.5,526,+0.746844321100515
Od.,⏑–⏑⏑–––,2.5,1,
Od.,⏑–⏑⏑–⏑,2.5,72,-1.91485421551268
Od.,⏑–⏑⏑–⏑,6.5,264,+0.522232967867093
Od.,⏑–⏑⏑–⏑⏑,6.5,36,
Od.,⏑–⏑⏑–⏑⏑–,2.5,1,
Od.,⏑–⏑⏑–⏑⏑––,6.5,1,
Od.,⏑⏑,2,345,-1.23324411938492
Od.,⏑⏑,4,648,-0.601281291017038
Od.,⏑⏑,6,583,-0.736850874660314
Od.,⏑⏑,8,1485,+1.14443780912791
Od.,⏑⏑,10,435,-1.04553238818654
Od.,⏑⏑–,2,324,-1.50910748866598
Od.,⏑⏑–,4,818,-0.555500459960787
Od.,⏑⏑–,6,1564,+0.884561976100098
Od.,⏑⏑–,8,241,-1.66932891251726
Od.,⏑⏑–,10,18,-2.09980334045503
Od.,⏑⏑––,2,25,-4.01797862019209
Od.,⏑⏑––,4,3,-4.0797317447304
Od.,⏑⏑––,6,70,-3.89166541090917
Od.,⏑⏑––,8,2,-4.08253870493669
Od.,⏑⏑––,10,1547,+0.25421481377667
Od.,⏑⏑–––,2,48,+0.773720078894671
Od.,⏑⏑–––,4,7,-2.48675691620561
Od.,⏑⏑–––,6,30,-0.657708845783499
Od.,⏑⏑––––,8,39,
Od.,⏑⏑–––⏑,2,7,-2.50713268211203
Od.,⏑⏑–––⏑,6,44,+0.398862017608733
Od.,⏑⏑–––⏑⏑,6,1,
Od.,⏑⏑–⏑,2,60,-3.50754525546815
Od.,⏑⏑–⏑,4,1408,+0.743695857733689
Od.,⏑⏑–⏑,6,5,-3.6810009388703
Od.,⏑⏑–⏑,8,876,-0.934093661719856
Od.,⏑⏑–⏑⏑,2,12,-4.92164365704801
Od.,⏑⏑–⏑⏑,4,1,-5.01554746545893
Od.,⏑⏑–⏑⏑,6,679,+0.772341816595907
Od.,⏑⏑–⏑⏑,8,475,-0.969146993933866
Od.,⏑⏑–⏑⏑–,2,137,+0.609030840595125
Od.,⏑⏑–⏑⏑–,4,18,-1.67172543088029
Od.,⏑⏑–⏑⏑–,6,25,-1.53756329726409
Od.,⏑⏑–⏑⏑–,8,8,-1.86338562176058
Od.,⏑⏑–⏑⏑––,8,32,
Od.,⏑⏑–⏑⏑–⏑,2,7,+0.925820099772552
Od.,⏑⏑–⏑⏑–⏑,6,6,-1.08012344973464
Od.,⏑⏑–⏑⏑–⏑⏑,2,1,-2.23606797749979
Od.,⏑⏑–⏑⏑–⏑⏑,6,5,+0.447213595499958
Phaen.,,2,9,-1.14547839574744
Phaen.,,2.5,7,-1.23504082785923
Phaen.,,3,64,+1.31748848732662
Phaen.,,4,20,-0.652885019132631
Phaen.,,4.5,2,-1.45894690813869
Phaen.,,5,3,-1.41416569208279
Phaen.,,6,2,-1.45894690813869
Phaen.,,6.5,7,-1.23504082785923
Phaen.,,7,29,-0.249854074629603
Phaen.,,8,40,+0.242739301985209
Phaen.,,8.5,1,-1.50372812419458
Phaen.,,9,12,-1.01113474757977
Phaen.,,10,8,-1.19025961180333
Phaen.,,10.5,3,-1.41416569208279
Phaen.,,11,7,-1.23504082785923
Phaen.,–,1,100,+1.19257062541845
Phaen.,–,2,7,-1.33826645748642
Phaen.,–,3,49,-0.195307774884222
Phaen.,–,4,11,-1.22941324961954
Phaen.,–,5,3,-1.4471196653533
Phaen.,–,6,31,-0.685147210285164
Phaen.,–,7,8,-1.3110531555197
Phaen.,–,8,10,-1.25662655158626
Phaen.,–,9,26,-0.821213720118759
Phaen.,–,12,15,-1.12056004175267
Phaen.,––,1,160,-0.56536594137774
Phaen.,––,2,33,-1.51990472585998
Phaen.,––,3,7,-1.7153221148091
Phaen.,––,4,74,-1.21174653559406
Phaen.,––,6,133,-0.768299383747981
Phaen.,––,7,8,-1.70780606138798
Phaen.,––,8,16,-1.64767763401902
Phaen.,––,9,1,-1.76041843533582
Phaen.,––,11,373,+1.03555343732083
Phaen.,–––,1,219,+0.738363161263579
Phaen.,–––,3,105,-0.926428991110298
Phaen.,–––,7,4,-2.40137642435382
Phaen.,–––,9,4,-2.40137642435382
Phaen.,–––,10,21,-2.15311794549105
Phaen.,––––,1,2,-6.56526780059687
Phaen.,––––,6,1,-6.61774575104337
Phaen.,––––,9,130,+0.15190985655567
Phaen.,–––––⏑,1,1,
Phaen.,–––⏑,1,10,-2.19219327650544
Phaen.,–––⏑,3,67,+0.439823927513729
Phaen.,–––⏑,7,3,-2.51542345945516
Phaen.,–––⏑⏑,1,1,
Phaen.,–––⏑⏑–,1,1,
Phaen.,–––⏑⏑–,3,1,
Phaen.,––⏑,2,4,-2.47705131977249
Phaen.,––⏑,4,135,+0.641992881522788
Phaen.,––⏑,6,3,-2.50086081749231
Phaen.,––⏑,8,51,-1.35800492694136
Phaen.,––⏑⏑,6,64,+0.770551750371122
Phaen.,––⏑⏑,8,38,-1.2977713690461
Phaen.,––⏑⏑–,2,2,-0.377964473009227
Phaen.,––⏑⏑–,4,2,-0.377964473009227
Phaen.,––⏑⏑–,6,3,+1.13389341902768
Phaen.,––⏑⏑–,8,1,-1.88982236504614
Phaen.,––⏑⏑––,8,2,
Phaen.,–⏑,1,168,+0.842209268525722
Phaen.,–⏑,3,32,-2.62871377751968
Phaen.,–⏑,5,99,-0.918773747482606
Phaen.,–⏑,7,1,-3.41988006007415
Phaen.,–⏑,9,145,+0.25521492985628
Phaen.,–⏑⏑,1,299,+0.849819794267154
Phaen.,–⏑⏑,3,35,-2.11691390228083
Phaen.,–⏑⏑,7,69,-1.73483456257389
Phaen.,–⏑⏑,9,196,-0.307655852492098
Phaen.,–⏑⏑–,1,164,+0.53760895141534
Phaen.,–⏑⏑–,3,141,-0.0840739476766126
Phaen.,–⏑⏑–,5,3,-3.81417134222833
Phaen.,–⏑⏑–,7,13,-3.54387442957965
Phaen.,–⏑⏑–,9,5,-3.76011195969859
Phaen.,–⏑⏑––,1,2,-6.89202437604511
Phaen.,–⏑⏑––,9,95,+0.145095250022002
Phaen.,–⏑⏑–––,1,3,
Phaen.,–⏑⏑–⏑,1,12,-1.65965262458454
Phaen.,–⏑⏑–⏑,3,62,+0.581661528368873
Phaen.,–⏑⏑–⏑,7,9,-1.79413147376174
Phaen.,–⏑⏑–⏑⏑,1,5,
Phaen.,–⏑⏑–⏑⏑–,1,5,
Phaen.,–⏑⏑–⏑⏑––,7,1,
Phaen.,–⏑⏑–⏑⏑–⏑,1,3,
Phaen.,⏑,2,7,-1.10804777937221
Phaen.,⏑,2.5,16,-0.441542368577072
Phaen.,⏑,4,4,-1.33021624963726
Phaen.,⏑,6,16,-0.441542368577072
Phaen.,⏑,6.5,39,+1.26174923678828
Phaen.,⏑,8,6,-1.18210393612722
Phaen.,⏑,10,5,-1.25616009288224
Phaen.,⏑,10.5,13,-0.663710838842118
Phaen.,⏑–,2.5,37,-1.45398320956946
Phaen.,⏑–,4.5,19,-1.77322302507685
Phaen.,⏑–,6.5,154,+0.621075591228542
Phaen.,⏑–,10.5,4,-2.03925620466633
Phaen.,⏑––,2.5,1,-4.14933770329127
Phaen.,⏑––,6.5,22,-3.88345662205276
Phaen.,⏑––,10.5,349,+0.256691642946854
Phaen.,⏑–––,2.5,44,+0.752833550733054
Phaen.,⏑–––,4.5,1,-5.46638745704691
Phaen.,⏑–––,6.5,33,-0.838129962885076
Phaen.,⏑––––,8.5,1,
Phaen.,⏑–––––,2.5,1,
Phaen.,⏑–––⏑,2.5,18,-1.31233464566864
Phaen.,⏑–––⏑,6.5,31,+0.762000762001143
Phaen.,⏑–––⏑⏑,6.5,1,
Phaen.,⏑–⏑,2.5,7,-1.70628770920617
Phaen.,⏑–⏑,4.5,48,+0.558533027114248
Phaen.,⏑–⏑,6.5,3,-1.92724582982279
Phaen.,⏑–⏑,8.5,5,-1.81676676951448
Phaen.,⏑–⏑⏑,2.5,1,-4.80429052740079
Phaen.,⏑–⏑⏑,6.5,194,+0.215371816538501
Phaen.,⏑–⏑⏑,8.5,8,-4.62223023513356
Phaen.,⏑–⏑⏑–,2.5,39,-1.06940598970751
Phaen.,⏑–⏑⏑–,4.5,3,-3.16050441381064
Phaen.,⏑–⏑⏑–,6.5,70,+0.731262097714638
Phaen.,⏑–⏑⏑––,8.5,1,
Phaen.,⏑–⏑⏑–⏑,2.5,11,-1.80906806746658
Phaen.,⏑–⏑⏑–⏑,6.5,36,+0.552770798392567
Phaen.,⏑–⏑⏑–⏑⏑,6.5,4,
Phaen.,⏑–⏑⏑–⏑⏑––,6.5,1,
Phaen.,⏑⏑,2,17,-1.39963577173297
Phaen.,⏑⏑,4,40,-0.914261570879197
Phaen.,⏑⏑,6,45,-0.808745440258811
Phaen.,⏑⏑,8,131,+1.00613200641183
Phaen.,⏑⏑,10,33,-1.06198415374774
Phaen.,⏑⏑–,2,21,-2.32476538929736
Phaen.,⏑⏑–,4,130,+0.10711744118852
Phaen.,⏑⏑–,6,158,+0.731821287551866
Phaen.,⏑⏑–,8,42,-1.85623750452485
Phaen.,⏑⏑–,10,1,-2.77098242241404
Phaen.,⏑⏑––,6,3,-7.16472842006823
Phaen.,⏑⏑––,10,154,+0.13957263155977
Phaen.,⏑⏑–––,2,2,
Phaen.,⏑⏑–––,6,2,
Phaen.,⏑⏑––––,8,11,
Phaen.,⏑⏑–––⏑,2,1,
Phaen.,⏑⏑–––⏑,6,1,
Phaen.,⏑⏑–⏑,2,2,-3.76999957144014
Phaen.,⏑⏑–⏑,4,125,+0.746513390316374
Phaen.,⏑⏑–⏑,6,2,-3.76999957144014
Phaen.,⏑⏑–⏑,8,77,-1.01602825329592
Phaen.,⏑⏑–⏑⏑,4,1,-7.02905197583784
Phaen.,⏑⏑–⏑⏑,6,101,+0.794453174984008
Phaen.,⏑⏑–⏑⏑,8,79,-0.926717958196798
Phaen.,⏑⏑–⏑⏑–,2,2,-0.836660026534076
Phaen.,⏑⏑–⏑⏑–,4,1,-1.67332005306815
Phaen.,⏑⏑–⏑⏑–,6,4,+0.836660026534076
Phaen.,⏑⏑–⏑⏑––,8,1,
Phaen.,⏑⏑–⏑⏑–⏑,2,2,-1.22474487139159
Phaen.,⏑⏑–⏑⏑–⏑,6,3,+0.816496580927726
Q.S.,,1,2,-1.77285821688999
Q.S.,,2,167,-0.620464905358274
Q.S.,,2.5,59,-1.37475870926994
Q.S.,,3,471,+1.50273246861531
Q.S.,,4,198,-0.403954646828073
Q.S.,,4.5,13,-1.69603199612121
Q.S.,,5,84,-1.20015366206817
Q.S.,,6,23,-1.6261899772405
Q.S.,,6.5,58,-1.38174291115801
Q.S.,,7,247,-0.0617287543125932
Q.S.,,8,337,+0.566849415613797
Q.S.,,8.5,1,-1.77984241877806
Q.S.,,9,122,-0.934753990321469
Q.S.,,10,188,-0.473796665708783
Q.S.,,10.5,70,-1.29793248850116
Q.S.,,11,57,-1.38872711304608
Q.S.,–,1,829,+1.10006041888718
Q.S.,–,2,20,-1.75454877719437
Q.S.,–,3,409,-0.381936938781854
Q.S.,–,4,123,-1.39110656805172
Q.S.,–,5,3,-1.81453438452859
Q.S.,–,6,124,-1.38757800291441
Q.S.,–,7,17,-1.76513447260629
Q.S.,–,8,33,-1.70867743040937
Q.S.,–,9,387,-0.459565371802613
Q.S.,–,12,68,-1.58517765060362
Q.S.,––,1,1071,-0.932639069917841
Q.S.,––,2,148,-1.88904152099463
Q.S.,––,3,25,-2.0164927685379
Q.S.,––,4,88,-1.95121286125964
Q.S.,––,5,4,-2.03825273763066
Q.S.,––,6,180,-1.85588347285329
Q.S.,––,7,19,-2.02270990256441
Q.S.,––,8,44,-1.99680517745398
Q.S.,––,9,5,-2.03721654862624
Q.S.,––,11,2683,+0.737697605202182
Q.S.,–––,1,1020,+0.531851429076398
Q.S.,–––,2,1,-2.2750823418511
Q.S.,–––,3,198,-1.73242684344804
Q.S.,–––,4,5,-2.26406395609672
Q.S.,–––,5,2,-2.2723277454125
Q.S.,–––,6,2,-2.2723277454125
Q.S.,–––,7,19,-2.2254996059564
Q.S.,–––,10,64,-2.10154276621966
Q.S.,––––,1,9,-6.15933257027646
Q.S.,––––,3,2,-6.24981575906246
Q.S.,––––,4,1,-6.26274192888903
Q.S.,––––,6,1,-6.26274192888903
Q.S.,––––,9,498,+0.161564474916448
Q.S.,–––––,8,2,
Q.S.,–––––⏑,1,4,
Q.S.,––––⏑,2,2,+0.707106781186547
Q.S.,––––⏑,6,1,-1.4142135623731
Q.S.,––––⏑⏑,6,2,
Q.S.,–––⏑,1,88,-2.01526228319975
Q.S.,–––⏑,3,551,+0.475607183182546
Q.S.,–––⏑,7,37,-2.28963451383797
Q.S.,–––⏑⏑,1,12,+0.288675134594813
Q.S.,–––⏑⏑,7,1,-3.46410161513775
Q.S.,–––⏑⏑–,1,7,
Q.S.,–––⏑⏑–⏑,1,3,
Q.S.,––⏑,2,22,-2.64316032925635
Q.S.,––⏑,4,1202,+0.480503920874208
Q.S.,––⏑,8,257,-2.02107465232357
Q.S.,––⏑⏑,2,3,-8.495982303864
Q.S.,––⏑⏑,4,1,-8.61185891176689
Q.S.,––⏑⏑,6,155,+0.310639896755967
Q.S.,––⏑⏑,8,148,-0.0949282309041631
Q.S.,––⏑⏑–,2,7,-1.51185789203691
Q.S.,––⏑⏑–,6,16,+0.661437827766148
Q.S.,––⏑⏑––,8,12,
Q.S.,––⏑⏑–⏑,2,2,-2
Q.S.,––⏑⏑–⏑,6,8,+0.5
Q.S.,––⏑⏑–⏑⏑,6,1,
Q.S.,–⏑,1,2012,+1.01408441503563
Q.S.,–⏑,3,463,-2.50698302229688
Q.S.,–⏑,5,1373,-0.438441144974359
Q.S.,–⏑,7,4,-3.55034645272658
Q.S.,–⏑,9,1488,-0.177032006631404
Q.S.,–⏑⏑,1,1992,+0.813726531117882
Q.S.,–⏑⏑,3,475,-1.87209177554774
Q.S.,–⏑⏑,7,583,-1.68087992510615
Q.S.,–⏑⏑,9,1619,+0.153337455055736
Q.S.,–⏑⏑–,1,1550,+0.668375819118005
Q.S.,–⏑⏑–,3,524,-1.22771551791441
Q.S.,–⏑⏑–,5,10,-2.17760922866943
Q.S.,–⏑⏑–,7,132,-1.95214807553303
Q.S.,–⏑⏑–,9,54,-2.09629537016122
Q.S.,–⏑⏑––,1,7,-10.3777980218616
Q.S.,–⏑⏑––,3,1,-10.4429214793321
Q.S.,–⏑⏑––,5,1,-10.4429214793321
Q.S.,–⏑⏑––,9,972,+0.0962247213083292
Q.S.,–⏑⏑–––,1,11,+0.426401432711221
Q.S.,–⏑⏑–––,3,1,-2.34520787991171
Q.S.,–⏑⏑–––,5,1,-2.34520787991171
Q.S.,–⏑⏑–––⏑,1,22,
Q.S.,–⏑⏑–⏑,1,99,-2.18880601376623
Q.S.,–⏑⏑–⏑,3,917,+0.453981764498191
Q.S.,–⏑⏑–⏑,7,90,-2.21788314091095
Q.S.,–⏑⏑–⏑⏑,1,21,+0.615794257850259
Q.S.,–⏑⏑–⏑⏑,5,3,-1.78304606004403
Q.S.,–⏑⏑–⏑⏑,7,5,-1.51650824694467
Q.S.,–⏑⏑–⏑⏑–,1,24,
Q.S.,–⏑⏑–⏑⏑–⏑,1,19,
Q.S.,⏑,2,89,-1.07775937438069
Q.S.,⏑,2.5,233,-0.375876662701749
Q.S.,⏑,4,70,-1.17036889883833
Q.S.,⏑,4.5,28,-1.37508468974469
Q.S.,⏑,6,81,-1.11675285836285
Q.S.,⏑,6.5,523,+1.03763713165167
Q.S.,⏑,8,15,-1.4384491012157
Q.S.,⏑,8.5,3,-1.49693932718895
Q.S.,⏑,10,65,-1.19473982632718
Q.S.,⏑,10.5,33,-1.35071376225583
Q.S.,⏑–,2.5,695,-1.59944188494142
Q.S.,⏑–,4.5,79,-2.43701777142094
Q.S.,⏑–,6.5,2297,+0.578799300351109
Q.S.,⏑–,8.5,3,-2.54035505611646
Q.S.,⏑–,10.5,7,-2.5349162516588
Q.S.,⏑––,2.5,15,-5.41274954149206
Q.S.,⏑––,4.5,2,-5.43529552645593
Q.S.,⏑––,6.5,99,-5.26706779249475
Q.S.,⏑––,10.5,3245,+0.189060568761872
Q.S.,⏑–––,2.5,163,-0.949801247207689
Q.S.,⏑–––,4.5,5,-4.82721796245155
Q.S.,⏑–––,6.5,233,+0.768041601318073
Q.S.,⏑––––,6.5,2,
Q.S.,⏑–––⏑,2.5,305,-1.0194823501636
Q.S.,⏑–––⏑,6.5,317,+0.98088995835929
Q.S.,⏑–––⏑⏑,6.5,38,
Q.S.,⏑–––⏑⏑––,6.5,1,
Q.S.,⏑–⏑,2.5,66,-2.92338132682869
Q.S.,⏑–⏑,4.5,719,+0.335424991877555
Q.S.,⏑–⏑,6.5,8,-3.2128311989343
Q.S.,⏑–⏑,8.5,7,-3.2178217139706
Q.S.,⏑–⏑⏑,2.5,109,-4.47239190531699
Q.S.,⏑–⏑⏑,6.5,2463,+0.222541975353714
Q.S.,⏑–⏑⏑,8.5,13,-4.6638590474344
Q.S.,⏑–⏑⏑–,2.5,285,-1.45571825974574
Q.S.,⏑–⏑⏑–,4.5,14,-2.7830072862039
Q.S.,⏑–⏑⏑–,6.5,713,+0.640516807870828
Q.S.,⏑–⏑⏑–,8.5,1,-2.84667797751001
Q.S.,⏑–⏑⏑––,8.5,1,
Q.S.,⏑–⏑⏑–⏑,2.5,229,-1.32493717408934
Q.S.,⏑–⏑⏑–⏑,6.5,402,+0.754752768324524
Q.S.,⏑–⏑⏑–⏑⏑,6.5,40,
Q.S.,⏑–⏑⏑–⏑⏑–,2.5,1,
Q.S.,⏑–⏑⏑–⏑⏑––,6.5,3,
Q.S.,⏑⏑,2,250,-1.26942281178752
Q.S.,⏑⏑,4,550,-0.596298878461906
Q.S.,⏑⏑,6,241,-1.28961652978729
Q.S.,⏑⏑,8,1279,+1.03939227951933
Q.S.,⏑⏑,10,405,-0.921642112902618
Q.S.,⏑⏑–,2,184,-1.05569468247116
Q.S.,⏑⏑–,4,262,-0.435582542259177
Q.S.,⏑⏑–,6,459,+1.13059811955828
Q.S.,⏑⏑–,8,180,-1.08749530504614
Q.S.,⏑⏑–,10,6,-2.47082238705749
Q.S.,⏑⏑––,2,2,-11.5689731193478
Q.S.,⏑⏑––,4,1,-11.5786779216544
Q.S.,⏑⏑––,6,4,-11.5495635147345
Q.S.,⏑⏑––,8,2,-11.5689731193478
Q.S.,⏑⏑––,10,1203,+0.0864944509210179
Q.S.,⏑⏑–––,2,3,+0.577350269189626
Q.S.,⏑⏑–––,6,1,-1.73205080756888
Q.S.,⏑⏑––––,8,29,
Q.S.,⏑⏑–––⏑,2,9,+0.333333333333334
Q.S.,⏑⏑–––⏑,6,1,-3
Q.S.,⏑⏑–⏑,2,39,-2.65120453859617
Q.S.,⏑⏑–⏑,4,1695,+0.611124052806807
Q.S.,⏑⏑–⏑,6,1,-2.72606473574189
Q.S.,⏑⏑–⏑,8,606,-1.5342115969745
Q.S.,⏑⏑–⏑⏑,2,18,-5.8925075379306
Q.S.,⏑⏑–⏑⏑,4,3,-6.14846943141989
Q.S.,⏑⏑–⏑⏑,6,379,+0.267642032044859
Q.S.,⏑⏑–⏑⏑,8,367,+0.0628725172534308
Q.S.,⏑⏑–⏑⏑–,2,24,+0.81522148583024
Q.S.,⏑⏑–⏑⏑–,4,5,-1.91816820195351
Q.S.,⏑⏑–⏑⏑–,6,13,-0.767267280781402
Q.S.,⏑⏑–⏑⏑––,8,18,
Q.S.,⏑⏑–⏑⏑–⏑,2,6,
Q.S.,⏑⏑–⏑⏑–⏑,6,6,
Q.S.,⏑⏑–⏑⏑–⏑⏑,6,2,
Sh.,,2,19,+0.388840851746929
Sh.,,2.5,11,-0.704117218028222
Sh.,,3,27,+1.48179892152208
Sh.,,4,8,-1.1139764941939
Sh.,,4.5,1,-2.07031480524716
Sh.,,5,8,-1.1139764941939
Sh.,,6,3,-1.79707528780337
Sh.,,6.5,1,-2.07031480524716
Sh.,,7,18,+0.252221093025035
Sh.,,8,17,+0.115601334303141
Sh.,,9,6,-1.38721601163769
Sh.,,10,10,-0.840736976750116
Sh.,,10.5,1,-2.07031480524716
Sh.,–,1,69,+1.03700841877889
Sh.,–,2,7,-1.19223732125511
Sh.,–,3,20,-0.724814827377017
Sh.,–,4,6,-1.22819289770727
Sh.,–,6,18,-0.796725980281339
Sh.,–,7,2,-1.37201520351592
Sh.,–,8,2,-1.37201520351592
Sh.,–,9,14,-0.940548286089984
Sh.,–,12,7,-1.19223732125511
Sh.,––,1,69,-0.174869872436776
Sh.,––,2,10,-1.66200241485449
Sh.,––,3,3,-1.83844186903964
Sh.,––,4,23,-1.33432914279635
Sh.,––,6,39,-0.931038961801716
Sh.,––,7,1,-1.88885314166397
